series_title,series_type,series_episodes,my_watched_episodes,my_status
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,Special,2,2,On-Hold
Bungou Stray Dogs,TV,12,12,On-Hold
Bungou Stray Dogs 2nd Season,TV,12,12,On-Hold
Bungou Stray Dogs 3rd Season,TV,12,12,Watching
Bungou Stray Dogs: Dead Apple,Movie,1,1,On-Hold
Bungou to Alchemist: Shinpan no Haguruma,TV,13,3,Watching
Burn Up Excess,TV,13,13,On-Hold
Burn Up Scramble,TV,12,12,On-Hold
Burn Up!,OVA,1,1,On-Hold
Burn Up! W,OVA,4,4,On-Hold
Busou Renkin,TV,26,26,On-Hold
Busou Shoujo Machiavellianism,TV,12,12,On-Hold
Busou Shoujotai: Blade Briders The Animation,OVA,1,1,On-Hold
Bust to Bust: Chichi wa Chichi ni,OVA,3,3,On-Hold
Buttobi!! CPU,OVA,3,3,On-Hold
Buzzer Beater,TV,13,13,On-Hold
Buzzer Beater 2nd Season,TV,13,13,On-Hold
Byousoku 5 Centimeter,Movie,3,3,On-Hold
C: The Money of Soul and Possibility Control,TV,11,11,On-Hold
Cafe Junkie,OVA,2,2,On-Hold
California Crisis: Tsuigeki no Juuka,OVA,1,1,On-Hold
Caligula (TV),TV,12,12,On-Hold
Call Me Tonight,OVA,1,1,On-Hold
Cambrian,OVA,2,2,On-Hold
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,TV,13,13,On-Hold
Campus,OVA,2,2,On-Hold
Can Can Bunny Extra,OVA,6,6,On-Hold
Canaan,TV,13,13,On-Hold
Cannon Busters,ONA,12,12,Watching
Capeta,TV,52,52,On-Hold
Capricorn,OVA,1,1,On-Hold
Captain Earth,TV,25,25,On-Hold
Captain Tsubasa,TV,128,128,On-Hold
Cardcaptor Sakura,TV,70,70,On-Hold
Cardcaptor Sakura Movie 1,Movie,1,1,On-Hold
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Movie,1,1,On-Hold
Cardcaptor Sakura: Clear Card-hen,TV,22,22,On-Hold
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,OVA,1,1,On-Hold
Cardcaptor Sakura: Kero-chan ni Omakase!,Movie,1,1,On-Hold
Carnival Phantasm,OVA,12,12,On-Hold
Carnival Phantasm EX Season,OVA,1,1,On-Hold
Carnival Phantasm: HibiChika Special,Special,1,1,On-Hold
Carnival Phantasm: Illya-jou,Special,1,1,On-Hold
Carole & Tuesday,TV,24,24,On-Hold
Cartagra: Tsuki Gurui no Yamai,OVA,2,2,On-Hold
Casshern Sins,TV,24,24,On-Hold
Casshern: Robot Hunter,OVA,4,4,On-Hold
Castle Fantasia: Seima Taisen,OVA,3,3,On-Hold
Cat Shit One,ONA,1,1,On-Hold
Cat's Eye,TV,73,73,On-Hold
C³,TV,12,12,On-Hold
C³: Rikan Gakkou Confussion!,Special,1,1,On-Hold
Cele Kano,OVA,2,2,On-Hold
Cencoroll,Movie,1,1,On-Hold
Centaur no Nayami,TV,12,12,On-Hold
Chance Triangle Session,TV,13,13,On-Hold
Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,13,On-Hold
Chaos Dragon: Sekiryuu Seneki,TV,12,12,On-Hold
Charlotte,TV,13,13,On-Hold
Charlotte: Tsuyoimono-tachi,Special,1,1,On-Hold
Charm Point 1: Sister's Rondo,OVA,1,1,On-Hold
ChäoS;HEAd,TV,12,12,On-Hold
Cherry & Gal's??,OVA,2,2,On-Hold
Chibo,OVA,2,2,On-Hold
Chicchana Onaka,OVA,3,3,On-Hold
Chichiiro Toiki,OVA,2,2,On-Hold
Chihayafuru,TV,25,25,On-Hold
Chihayafuru 2,TV,25,25,On-Hold
Chihayafuru 3,TV,24,24,Watching
Chijoku Kankin,OVA,1,1,On-Hold
Chikan Juunin-tai The Animation,OVA,5,5,On-Hold
Chikan Monogatari,OVA,2,2,On-Hold
Chikan no Licence,OVA,2,2,On-Hold
"Chikan Shita Joshi*sei to Sonogo, Musabori Au Youna Doero Junai",ONA,2,2,On-Hold
Chikyuu Bouei Kigyou Dai-Guard,TV,26,26,On-Hold
Chikyuu Shoujo Arjuna,TV,13,13,On-Hold
Chinmoku no Kantai,OVA,3,3,On-Hold
Chio-chan no Tsuugakuro,TV,12,12,On-Hold
Chobits,TV,26,26,On-Hold
Chobits Recap,Special,1,1,On-Hold
Chobits: Chibits,Special,1,1,On-Hold
Chocolate Underground,ONA,13,13,On-Hold
Chocotto Sister,TV,24,24,On-Hold
Choisuji,OVA,2,2,On-Hold
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,Movie,1,1,On-Hold
Chou Futsuu Toshi Kashiwa Densetsu R,TV,10,0,Plan to Watch
Chou Kousoku Gran Doll,OVA,3,3,On-Hold
Chou Seimeitai Transformers Beast Wars Neo,TV,35,35,On-Hold
Choubatsu Yobikou,OVA,2,2,On-Hold
Choujikuu Romanesque Samy: Missing 99,OVA,1,1,On-Hold
Choujikuu Seiki Orguss,TV,35,35,On-Hold
Choujin Densetsu Urotsukidouji,OVA,3,3,On-Hold
Choujin Densetsu Urotsukidouji Movie,Movie,1,1,On-Hold
Choujin Densetsu Urotsukidouji: Inferno Road,OVA,3,3,On-Hold
Choujin Densetsu Urotsukidouji: Mirai-hen,OVA,4,4,On-Hold
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,TV,12,12,Watching
Choujuu Densetsu Gestalt,OVA,2,2,On-Hold
Choujuu Kishin Dancougar,TV,38,38,On-Hold
Choujuu Kishin Dancougar: Hakunetsu no Shuushou,OVA,4,4,On-Hold
Choujuushin Gravion,TV,13,13,On-Hold
Choujuushin Gravion Zwei,TV,12,12,On-Hold
Choukadou Girl ?,TV,12,12,Watching
Choukou Sennin Haruka,OVA,3,3,On-Hold
Choukou Tenshi Escalayer,OVA,3,3,On-Hold
Chrno Crusade,TV,24,24,On-Hold
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,Special,11,11,On-Hold
Chrome Shelled Regios,TV,24,24,On-Hold
Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,OVA,2,2,On-Hold
Chu-Bra!!,TV,12,12,On-Hold
Chuubyou Gekihatsu Boy,TV,11,11,Watching
Chuukan Kanriroku Tonegawa,TV,24,24,On-Hold
Chuunibyou demo Koi ga Shitai!,TV,12,12,On-Hold
Chuunibyou demo Koi ga Shitai! Lite,ONA,6,6,On-Hold
"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",Movie,3,3,On-Hold
Chuunibyou demo Koi ga Shitai! Ren,TV,12,12,On-Hold
Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,Special,7,7,On-Hold
Cipher,OVA,1,1,On-Hold
Circlet Princess,TV,12,12,Watching
Circuit Angel: Ketsui no Starting Grid,OVA,1,1,On-Hold
Citrus,TV,12,12,On-Hold
City Hunter,TV,51,51,On-Hold
City Hunter '91,TV,13,13,On-Hold
City Hunter 2,TV,63,63,On-Hold
City Hunter 3,TV,13,13,On-Hold
City Hunter Movie: Shinjuku Private Eyes,Movie,1,1,On-Hold
City Hunter: Ai to Shukumei no Magnum,Movie,1,1,On-Hold
City Hunter: Bay City Wars,Movie,1,1,On-Hold
City Hunter: Goodbye My Sweetheart,Special,1,1,On-Hold
City Hunter: Hyakuman Dollar no Inbou,OVA,1,1,On-Hold
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,Special,1,1,On-Hold
City Hunter: The Secret Service,Special,1,1,On-Hold
Clamp Gakuen Tanteidan,TV,26,26,On-Hold
Clannad,TV,23,23,On-Hold
Clannad Movie,Movie,1,1,On-Hold
Clannad: After Story,TV,24,24,On-Hold
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special,1,1,On-Hold
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,1,1,On-Hold
Classmate no Okaasan,OVA,2,2,On-Hold
Classroom?Crisis,TV,13,13,On-Hold
Claymore,TV,26,26,On-Hold
Cleavage,OVA,2,2,On-Hold
Clockwork Planet,TV,12,12,On-Hold
Cluster Edge,TV,25,25,On-Hold
Cobra The Animation,TV,13,13,On-Hold
Cobra The Animation: The Psycho-Gun,OVA,4,4,On-Hold
Cobra The Animation: Time Drive,OVA,2,2,On-Hold
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,1,1,On-Hold
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,1,1,On-Hold
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Movie,1,1,On-Hold
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,Movie,1,1,On-Hold
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,Movie,1,1,On-Hold
Code Geass: Fukkatsu no Lelouch,Movie,1,1,On-Hold
Code Geass: Hangyaku no Lelouch,TV,25,25,On-Hold
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,OVA,1,1,On-Hold
Code Geass: Hangyaku no Lelouch I - Koudou,Movie,1,1,On-Hold
Code Geass: Hangyaku no Lelouch II - Handou,Movie,1,1,On-Hold
Code Geass: Hangyaku no Lelouch III - Oudou,Movie,1,1,On-Hold
Code Geass: Hangyaku no Lelouch Picture Drama,Special,9,9,On-Hold
Code Geass: Hangyaku no Lelouch R2,TV,25,25,On-Hold
Code Geass: Hangyaku no Lelouch R2 Picture Drama,Special,9,9,On-Hold
Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,Special,1,1,On-Hold
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,OVA,1,1,On-Hold
Code Geass: Hangyaku no Lelouch Recaps,Special,2,2,On-Hold
Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,OVA,1,1,On-Hold
Code:Realize - Sousei no Himegimi,TV,12,12,On-Hold
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,OVA,1,1,On-Hold
Colorful (Movie),Movie,1,1,On-Hold
Colosseum no Senki: Another Story,OVA,2,2,On-Hold
Comet Lucifer,TV,12,12,On-Hold
Conception,TV,12,12,On-Hold
Concerto,OVA,2,2,On-Hold
Concrete Revolutio: Choujin Gensou,TV,13,13,On-Hold
Concrete Revolutio: Choujin Gensou - The Last Song,TV,11,11,On-Hold
Coo: Tooi Umi kara Kita Coo,Movie,1,1,On-Hold
Cool Devices,OVA,11,11,On-Hold
Cop Craft,TV,12,12,Watching
Coppelion,TV,13,13,On-Hold
Coquelicot-zaka kara,Movie,1,1,On-Hold
Corpse Party: Missing Footage,OVA,1,1,On-Hold
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,OVA,4,4,On-Hold
Corrector Yui,TV,52,18,On-Hold
Cosmic Fantasy: Ginga Mehyou no Wana,OVA,1,1,On-Hold
Cosmo Warrior Zero,TV,13,13,On-Hold
Cosmos Pink Shock,OVA,1,1,On-Hold
Cosplay Rakuen,OVA,1,1,On-Hold
Cosplay Roshutsu Kenkyuukai,OVA,2,2,On-Hold
Court no Naka no Tenshi-tachi,OVA,2,2,On-Hold
Cowboy Bebop,TV,26,26,On-Hold
Cowboy Bebop: Tengoku no Tobira,Movie,1,1,On-Hold
Cowboy Bebop: Yose Atsume Blues,Special,1,1,On-Hold
Coyote Ragtime Show,TV,12,12,On-Hold
Cream Lemon: Lemon Angel,TV,37,37,On-Hold
Creamy Pie,OVA,2,2,On-Hold
Cross Ange: Tenshi to Ryuu no Rondo,TV,25,25,On-Hold
Cross Game,TV,50,50,On-Hold
Crusher Joe,Movie,1,1,On-Hold
Crusher Joe OVA,OVA,2,2,On-Hold
Crying Freeman,OVA,6,6,On-Hold
Custom Reido,OVA,1,1,On-Hold
Cutey Honey,TV,25,25,On-Hold
Cutey Honey F,TV,39,39,On-Hold
Cutie Honey Universe,TV,12,12,On-Hold
Cyber City Oedo 808,OVA,3,3,On-Hold
Cybersix,TV,13,0,Dropped
Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,Special,1,1,On-Hold
D+vine Luv,OVA,4,4,On-Hold
D-Spray,OVA,1,1,On-Hold
D.Gray-man,TV,103,103,On-Hold
D.Gray-man Hallow,TV,13,13,On-Hold
D.N.Angel,TV,26,26,On-Hold
D4 Princess,TV,24,24,On-Hold
Dagashi Kashi,TV,12,12,On-Hold
Dagashi Kashi 2,TV,12,12,On-Hold
Dahufa,Movie,1,0,Dropped
Dai Mahou Touge,OVA,4,4,On-Hold
Dai Mahou Touge Omake,Special,4,4,On-Hold
Daiakuji: The Xena Buster,OVA,6,6,On-Hold
Daiakuji: The Xena Buster Specials,Special,2,2,On-Hold
Daicon Opening Animations,Special,2,1,On-Hold
Daikuu Maryuu Gaiking,TV,44,44,On-Hold
Daimajuu Gekitou: Hagane no Oni,OVA,1,1,On-Hold
Dainiji Ura Nyuugakushiken The Animation,OVA,1,1,On-Hold
Daishikkin Helena,OVA,2,2,On-Hold
Daisuki na Mama,OVA,2,1,On-Hold
"Dakara Boku wa, H ga Dekinai.",TV,12,12,On-Hold
Dallos,OVA,4,4,On-Hold
Dan Doh!!,TV,26,26,On-Hold
Dance in the Vampire Bund,TV,12,12,On-Hold
Danshi Koukousei no Nichijou,TV,12,12,On-Hold
Danshi Koukousei no Nichijou Specials,Special,6,6,On-Hold
Dantalian no Shoka,TV,12,12,On-Hold
Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,OVA,1,1,On-Hold
Daraku: Onna Kyoushi Hakai,OVA,3,3,On-Hold
Darcrows,OVA,2,2,On-Hold
Dareka no Manazashi,Movie,1,1,On-Hold
Dark,OVA,2,2,On-Hold
Dark Blue,OVA,2,2,On-Hold
Dark Shell: Ori no Naka no Namameki,OVA,2,2,On-Hold
Darker than Black: Kuro no Keiyakusha,TV,25,25,On-Hold
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Special,1,1,On-Hold
Darker than Black: Kuro no Keiyakusha Gaiden,Special,4,4,On-Hold
Darker than Black: Ryuusei no Gemini,TV,12,12,On-Hold
Darling,OVA,3,3,On-Hold
Darling in the FranXX,TV,24,24,On-Hold
Darwin's Game,TV,11,11,Watching
Date A Live III,TV,12,12,Watching
Dead Heat,OVA,1,1,On-Hold
Dead Leaves,Movie,1,1,On-Hold
Deadman Wonderland,TV,12,12,On-Hold
DearS,TV,12,12,On-Hold
DearS: Kin no Tama Desu no?,Special,1,1,On-Hold
Death Billiards,Movie,1,1,On-Hold
Death March kara Hajimaru Isekai Kyousoukyoku,TV,12,12,On-Hold
Death Note,TV,37,37,On-Hold
Death Parade,TV,12,12,On-Hold
Deca-Dence,TV,0,0,Plan to Watch
Deep Voice,OVA,3,3,On-Hold
Deimos no Hanayome: Ran no Kumikyoku,OVA,1,1,On-Hold
Dekakute Ecchi na Ore no Ane,OVA,1,1,On-Hold
Demashita! Powerpuff Girls Z,TV,52,52,On-Hold
Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,OVA,1,1,On-Hold
Demonion: Gaiden,OVA,2,2,On-Hold
Dennou Coil,TV,26,26,On-Hold
Dennou Sentai Voogie's?Angel,OVA,3,3,On-Hold
Denpa Onna to Seishun Otoko,TV,12,12,On-Hold
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,Special,1,1,On-Hold
Denpa-teki na Kanojo,OVA,2,2,On-Hold
Densetsu Kyojin Ideon,TV,39,39,On-Hold
Densetsu Kyojin Ideon: Hatsudou-hen,Movie,1,1,On-Hold
Densetsu Kyojin Ideon: Sesshoku-hen,Movie,1,1,On-Hold
Densetsu no Yuusha no Densetsu,TV,24,24,On-Hold
Densetsu no Yuusha no Densetsu: Iris Report,Special,1,1,On-Hold
Detatoko Princess,OVA,3,3,On-Hold
Detective File 1: Kindan no Ai,OVA,1,1,On-Hold
Detonator Orgun,OVA,3,3,On-Hold
Detroit Metal City,OVA,12,12,On-Hold
Devil May Cry,TV,12,12,On-Hold
Devilman,TV,39,39,On-Hold
Devilman Lady,TV,26,26,On-Hold
Devilman: Crybaby,ONA,10,10,On-Hold
Devilman: Tanjou-hen,OVA,1,1,On-Hold
Devilman: Yochou Sirene-hen,OVA,1,1,On-Hold
Devils Line,TV,12,12,On-Hold
Diabolus: Kikoku,OVA,2,2,On-Hold
Diamond no Ace: Act II,TV,52,51,Watching
Dies Irae,TV,11,11,On-Hold
Dies Irae: Reimei,Special,1,1,On-Hold
Digimon Adventure,TV,54,54,On-Hold
Digimon Adventure 02,TV,50,50,On-Hold
Digimon Adventure Movie,Movie,1,1,On-Hold
Digimon Adventure tri. 1: Saikai,Movie,1,1,On-Hold
Digimon Adventure tri. 2: Ketsui,Movie,1,1,On-Hold
Digimon Adventure tri. 3: Kokuhaku,Movie,1,1,On-Hold
Digimon Adventure tri. 4: Soushitsu,Movie,1,1,On-Hold
Digimon Adventure tri. 5: Kyousei,Movie,1,1,On-Hold
Digimon Adventure tri. 6: Bokura no Mirai,Movie,1,1,On-Hold
Digimon Adventure:,TV,0,3,Watching
Digimon Adventure: Bokura no War Game!,Movie,1,1,On-Hold
Digimon Frontier,TV,50,50,On-Hold
Digimon Tamers,TV,51,51,On-Hold
Digital Juice,OVA,6,6,On-Hold
Dimension High School,TV,11,11,Watching
Dimension W,TV,12,12,On-Hold
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,Special,1,1,On-Hold
Dimension W: W no Tobira Online - Rose no wo Nayami Soudanshitsu,Special,5,5,On-Hold
Dirty Pair,TV,24,24,On-Hold
Dirty Pair Flash,OVA,6,6,On-Hold
Dirty Pair Flash 2,OVA,5,5,On-Hold
Dirty Pair Flash 3,OVA,5,5,On-Hold
Dirty Pair no Ooshoubu: Nolandia no Nazo,OVA,1,1,On-Hold
Dirty Pair OVA,OVA,10,10,On-Hold
Dirty Pair: Bouryaku no 005-bin,OVA,1,1,On-Hold
Dirty Pair: Lovely Angels yori Ai wo Komete,OVA,2,2,On-Hold
Dirty Pair: The Movie,Movie,1,1,On-Hold
Discipline,OVA,6,6,On-Hold
Discipline Zero,OVA,2,2,On-Hold
Discode: Ijou Seiai,OVA,3,3,On-Hold
Divergence Eve,TV,13,13,On-Hold
Divergence Eve 2: Misaki Chronicles,TV,13,13,On-Hold
Divine Gate,TV,12,12,On-Hold
DNA Hunter,OVA,3,3,On-Hold
DNA Sights 999.9,OVA,1,1,On-Hold
DNA²,TV,12,12,On-Hold
DNA² OVA,OVA,3,3,On-Hold
Dokidoki Little Ooyasan,OVA,0,6,On-Hold
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,OVA,2,2,On-Hold
Dokidoki?Densetsu: Mahoujin Guruguru,TV,38,38,On-Hold
Dokusen,OVA,2,2,On-Hold
Dokushin Apartment Dokudami-sou,OVA,3,3,On-Hold
Dokyuu Hentai HxEros,TV,12,0,Plan to Watch
Domestic na Kanojo,TV,12,12,On-Hold
Dominion,OVA,4,4,On-Hold
Donburi Kazoku,OVA,2,2,On-Hold
Dorei Ichiba,OVA,3,3,On-Hold
Dorei Kaigo,OVA,3,3,On-Hold
Dorei Maid Princess,OVA,4,4,On-Hold
Dorei Usagi to Anthony The Animation,OVA,1,1,On-Hold
Dorei-ku The Animation,TV,12,12,Watching
Dorohedoro,TV,12,12,Watching
Dororo,TV,24,24,On-Hold
Dororo to Hyakkimaru,TV,26,26,On-Hold
Double Decker! Doug & Kirill,TV,13,13,On-Hold
Doujin Work,TV,12,12,On-Hold
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",TV,12,12,On-Hold
Doukyuusei (Movie),Movie,1,1,On-Hold
Dousou Kai Again,OVA,2,2,On-Hold
Dr. Stone,TV,24,24,Watching
Dragon Age: Blood Mage no Seisen,Movie,1,0,Dropped
Dragon Ball,TV,153,153,On-Hold
Dragon Ball GT,TV,64,64,On-Hold
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,Special,1,1,On-Hold
Dragon Ball Kai,TV,97,97,On-Hold
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Special,1,1,On-Hold
Dragon Ball Movie 1: Shen Long no Densetsu,Movie,1,1,On-Hold
Dragon Ball Movie 2: Majinjou no Nemurihime,Movie,1,1,On-Hold
Dragon Ball Movie 3: Makafushigi Daibouken,Movie,1,1,On-Hold
Dragon Ball Movie 4: Saikyou e no Michi,Movie,1,1,On-Hold
Dragon Ball Super,TV,131,131,On-Hold
Dragon Ball Super Movie: Broly,Movie,1,1,On-Hold
Dragon Ball Z,TV,291,291,On-Hold
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Movie,1,1,On-Hold
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,Movie,1,1,On-Hold
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,Movie,1,1,On-Hold
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,Movie,1,1,On-Hold
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Movie,1,1,On-Hold
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Movie,1,1,On-Hold
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Movie,1,1,On-Hold
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",Movie,1,1,On-Hold
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Movie,1,1,On-Hold
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Movie,1,1,On-Hold
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Movie,1,1,On-Hold
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Movie,1,1,On-Hold
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Movie,1,1,On-Hold
Dragon Ball Z Movie 14: Kami to Kami,Movie,1,1,On-Hold
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Special,1,1,On-Hold
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Special,1,1,On-Hold
Dragon Crisis!,TV,12,12,On-Hold
Dragon Knight 4,OVA,4,4,On-Hold
Dragon Pink,OVA,3,3,On-Hold
Dragon Rider,OVA,2,2,On-Hold
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,OVA,2,2,On-Hold
Dragon's Heaven,OVA,1,1,On-Hold
Dragonaut: The Resonance,TV,25,25,On-Hold
Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,Special,1,1,On-Hold
Dream Hunter Rem,OVA,4,4,On-Hold
Drifters,TV,12,12,On-Hold
Dropout,OVA,2,2,On-Hold
Druaga no Tou: The Aegis of Uruk,TV,12,12,On-Hold
Druaga no Tou: The Aegis of Uruk - Jil no Bouken,Special,1,1,On-Hold
Druaga no Tou: The Sword of Uruk,TV,12,12,On-Hold
DT Eightron,TV,26,26,On-Hold
Dual! Parallel Lun-Lun Monogatari,TV,13,13,On-Hold
Dual! Parallel Runrun Monogatari Special;,Special,1,1,On-Hold
Dumbbell Nan Kilo Moteru?,TV,12,12,Watching
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,13,13,On-Hold
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,TV,12,12,On-Hold
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,TV,12,12,Watching
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,TV,0,0,Plan to Watch
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,OVA,1,1,On-Hold
Durarara!!,TV,24,24,On-Hold
Durarara!! Specials,Special,2,2,On-Hold
Durarara!!x2 Ketsu,TV,12,12,On-Hold
Durarara!!x2 Ketsu: Dufufufu!!,Special,1,1,On-Hold
Durarara!!x2 Shou,TV,12,12,On-Hold
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Special,1,1,On-Hold
Durarara!!x2 Ten,TV,12,12,On-Hold
Durarara!!x2 Ten: Onoroke Chakapoko,Special,1,1,On-Hold
Dyogrammaton,OVA,2,2,On-Hold
E's Otherwise,TV,26,26,On-Hold
Early Reins,OVA,1,1,On-Hold
Earthian,OVA,4,4,On-Hold
Eat-Man,TV,12,12,On-Hold
Eat-Man '98,TV,12,12,On-Hold
Ebenbourg no Kaze,OVA,2,2,On-Hold
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,ONA,10,10,On-Hold
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,Special,5,5,On-Hold
Ecchi na Onee-chan ni Shiboraretai,OVA,2,2,On-Hold
Ecchi na Shintai Sokutei Anime Edition,OVA,1,1,On-Hold
Ecchies,OVA,2,2,On-Hold
Eden's Bowy,TV,26,26,On-Hold
ef: A Tale of Melodies.,TV,12,12,On-Hold
ef: A Tale of Memories.,TV,12,12,On-Hold
ef: A Tale of Memories. - Recollections,Special,1,1,On-Hold
Efficus: Kono Omoi o Kimi ni...,OVA,2,0,Dropped
Egao no Daika,TV,12,12,On-Hold
Eien no Aselia,OVA,2,0,Dropped
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Movie,1,1,On-Hold
Eikoku Koi Monogatari Emma,TV,12,12,On-Hold
Eikoku Koi Monogatari Emma: Molders-hen,TV,12,12,On-Hold
Eikyuu Kazoku,Movie,1,1,On-Hold
Eisai Kyoiku,OVA,1,1,On-Hold
Eiyuu Densetsu: Sora no Kiseki The Animation,OVA,2,2,On-Hold
Eizouken ni wa Te wo Dasu na!,TV,12,12,Watching
Eko Eko Azarak,OVA,1,0,Dropped
El,OVA,2,2,On-Hold
El Cazador de la Bruja,TV,26,26,On-Hold
El Hazard: The Alternative World,TV,13,13,On-Hold
El Hazard: The Magnificent World,OVA,7,7,On-Hold
El Hazard: The Wanderers,TV,26,26,On-Hold
Element Hunters,TV,39,39,On-Hold
Elf 17,OVA,1,1,On-Hold
Elf Hime Nina,OVA,3,3,On-Hold
Elf no Futagohime: Willan to Arsura,OVA,1,1,On-Hold
Elf no Oshiego to Sensei,OVA,2,2,On-Hold
Elf no Wakaokusama,OVA,2,2,On-Hold
Elf wo Karu Mono-tachi,TV,12,12,On-Hold
Elf wo Karu Mono-tachi II,TV,12,12,On-Hold
Elfen Lied,TV,13,13,On-Hold
Elfina: Yoru e to Urareta Oukoku de... The Animation,OVA,3,3,On-Hold
Elysium,Movie,1,0,Dropped
Emblem Take 2,OVA,2,2,On-Hold
Emiya-san Chi no Kyou no Gohan,ONA,13,13,On-Hold
Enbi,OVA,2,2,On-Hold
Enbo,OVA,6,6,On-Hold
Endro~!,TV,12,12,On-Hold
Enen no Shouboutai,TV,24,24,Watching
Enen no Shouboutai: Ni no Shou,TV,24,0,Plan to Watch
Energy Kyouka!!,OVA,2,2,On-Hold
Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,OVA,2,2,On-Hold
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,OVA,1,1,On-Hold
Ensemble Stars!,TV,24,24,Watching
Erementar Gerad,TV,26,26,On-Hold
Ergo Proxy,TV,23,23,On-Hold
Ero Konbini Tenchou,OVA,0,2,On-Hold
Ero Manga Mitai na Koi Shiyo,OVA,2,2,On-Hold
Ero Manga! H mo Manga mo Step-up?,OVA,2,2,On-Hold
Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,OVA,1,1,On-Hold
Eromame,OVA,2,2,On-Hold
Eromanga-sensei,TV,12,12,On-Hold
